community,species,compound,flux,smetana
comp_5,Turneriella_parva_DSM_21527,etoh,1,0.0202020202020202
comp_5,Simplicispira_psychrophila_DSM_11588,etoh,-1,-0.0202020202020202
comp_5,Turneriella_parva_DSM_21527,fum,1,0.00336700336700336
comp_5,Simplicispira_psychrophila_DSM_11588,fum,-1,-0.00336700336700336
comp_5,Turneriella_parva_DSM_21527,g3pe,1,0.02693602693602694
comp_5,Simplicispira_psychrophila_DSM_11588,g3pe,-1,-0.02693602693602694
comp_5,Turneriella_parva_DSM_21527,glyc,1,0.0707070707070707
comp_5,Simplicispira_psychrophila_DSM_11588,glyc,-1,-0.0707070707070707
comp_5,Turneriella_parva_DSM_21527,h2s,1,0.05723905723905723
comp_5,Simplicispira_psychrophila_DSM_11588,h2s,-1,-0.05723905723905723
comp_5,Turneriella_parva_DSM_21527,ile__L,1,0.0101010101010101
comp_5,Simplicispira_psychrophila_DSM_11588,ile__L,-1,-0.0101010101010101
comp_5,Turneriella_parva_DSM_21527,meoh,1,0.00336700336700336
comp_5,Simplicispira_psychrophila_DSM_11588,meoh,-1,-0.00336700336700336
comp_5,Turneriella_parva_DSM_21527,nh4,1,0.02693602693602694
comp_5,Simplicispira_psychrophila_DSM_11588,nh4,-1,-0.02693602693602694
comp_5,Turneriella_parva_DSM_21527,succ,1,0.0202020202020202
comp_5,Simplicispira_psychrophila_DSM_11588,succ,-1,-0.0202020202020202
comp_5,Solirubrobacter_soli_DSM_22325,ac,1,0.00336700336700336
comp_5,Simplicispira_psychrophila_DSM_11588,ac,-1,-0.00336700336700336
comp_5,Solirubrobacter_soli_DSM_22325,acald,1,0.03367003367003367
comp_5,Simplicispira_psychrophila_DSM_11588,acald,-1,-0.03367003367003367
comp_5,Solirubrobacter_soli_DSM_22325,ala__D,1,0.03703703703703703
comp_5,Simplicispira_psychrophila_DSM_11588,ala__D,-1,-0.03703703703703703
comp_5,Solirubrobacter_soli_DSM_22325,etoh,1,0.0202020202020202
comp_5,Simplicispira_psychrophila_DSM_11588,etoh,-1,-0.0202020202020202
comp_5,Solirubrobacter_soli_DSM_22325,for,1,0.0101010101010101
comp_5,Simplicispira_psychrophila_DSM_11588,for,-1,-0.0101010101010101
comp_5,Solirubrobacter_soli_DSM_22325,fum,1,0.00336700336700336
comp_5,Simplicispira_psychrophila_DSM_11588,fum,-1,-0.00336700336700336
comp_5,Solirubrobacter_soli_DSM_22325,glu__L,1,0.1414141414141414
comp_5,Simplicispira_psychrophila_DSM_11588,glu__L,-1,-0.1414141414141414
comp_5,Solirubrobacter_soli_DSM_22325,glyc,1,0.0707070707070707
comp_5,Simplicispira_psychrophila_DSM_11588,glyc,-1,-0.0707070707070707
comp_5,Solirubrobacter_soli_DSM_22325,h2s,1,0.05723905723905723
comp_5,Simplicispira_psychrophila_DSM_11588,h2s,-1,-0.05723905723905723
comp_5,Solirubrobacter_soli_DSM_22325,nh4,1,0.02693602693602694
comp_5,Simplicispira_psychrophila_DSM_11588,nh4,-1,-0.02693602693602694
comp_5,Solirubrobacter_soli_DSM_22325,ser__L,1,0.11784511784511784
comp_5,Simplicispira_psychrophila_DSM_11588,ser__L,-1,-0.11784511784511784
comp_5,Solirubrobacter_soli_DSM_22325,succ,1,0.0202020202020202
comp_5,Simplicispira_psychrophila_DSM_11588,succ,-1,-0.0202020202020202
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,ac,1,0.00336700336700336
comp_5,Simplicispira_psychrophila_DSM_11588,ac,-1,-0.00336700336700336
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,acald,1,0.03367003367003367
comp_5,Simplicispira_psychrophila_DSM_11588,acald,-1,-0.03367003367003367
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,ala__D,1,0.03703703703703703
comp_5,Simplicispira_psychrophila_DSM_11588,ala__D,-1,-0.03703703703703703
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,etoh,1,0.0202020202020202
comp_5,Simplicispira_psychrophila_DSM_11588,etoh,-1,-0.0202020202020202
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,fum,1,0.00336700336700336
comp_5,Simplicispira_psychrophila_DSM_11588,fum,-1,-0.00336700336700336
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,glu__L,1,0.1414141414141414
comp_5,Simplicispira_psychrophila_DSM_11588,glu__L,-1,-0.1414141414141414
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,glyc,1,0.0707070707070707
comp_5,Simplicispira_psychrophila_DSM_11588,glyc,-1,-0.0707070707070707
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,h2s,1,0.05723905723905723
comp_5,Simplicispira_psychrophila_DSM_11588,h2s,-1,-0.05723905723905723
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,meoh,1,0.00336700336700336
comp_5,Simplicispira_psychrophila_DSM_11588,meoh,-1,-0.00336700336700336
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,nh4,1,0.02693602693602694
comp_5,Simplicispira_psychrophila_DSM_11588,nh4,-1,-0.02693602693602694
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,succ,1,0.0202020202020202
comp_5,Simplicispira_psychrophila_DSM_11588,succ,-1,-0.0202020202020202
comp_5,Solirubrobacter_soli_DSM_22325,acald,1,0.21052631578947367
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,acald,-1,-0.21052631578947367
comp_5,Solirubrobacter_soli_DSM_22325,glyald,1,0.40789473684210525
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,glyald,-1,-0.40789473684210525
comp_5,Solirubrobacter_soli_DSM_22325,glyc,1,0.0131578947368421
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,glyc,-1,-0.0131578947368421
comp_5,Solirubrobacter_soli_DSM_22325,nh4,1,0.02631578947368421
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,nh4,-1,-0.02631578947368421
comp_5,Solirubrobacter_soli_DSM_22325,no2,1,1
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,no2,-1,-1
comp_5,Variovorax_paradoxus_EPS,acald,1,0.21052631578947367
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,acald,-1,-0.21052631578947367
comp_5,Variovorax_paradoxus_EPS,glyc,1,0.0131578947368421
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,glyc,-1,-0.0131578947368421
comp_5,Variovorax_paradoxus_EPS,nh4,1,0.02631578947368421
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,nh4,-1,-0.02631578947368421
comp_5,Turneriella_parva_DSM_21527,pnto__R,1,0.19230769230769232
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.19230769230769232
comp_5,Solirubrobacter_soli_DSM_22325,arg__L,1,0.38461538461538464
comp_5,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.38461538461538464
comp_5,Solirubrobacter_soli_DSM_22325,pnto__R,1,0.38461538461538464
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.38461538461538464
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,arg__L,1,0.19230769230769232
comp_5,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.19230769230769232
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,pnto__R,1,0.19230769230769232
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.19230769230769232
comp_5,Simplicispira_psychrophila_DSM_11588,ala__L,1,0.00142450142450142
comp_5,Xylophilus_ampelinus_CCH5_B3,ala__L,-1,-0.00142450142450142
comp_5,Simplicispira_psychrophila_DSM_11588,pnto__R,1,0.03846153846153846
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.03846153846153846
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,arg__L,1,0.6153846153846154
comp_5,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.6153846153846154
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,asn__L,1,0.6153846153846154
comp_5,Xylophilus_ampelinus_CCH5_B3,asn__L,-1,-0.6153846153846154
comp_5,Pseudonocardia_oroxyli_CGMCC_4_3143,pnto__R,1,0.6153846153846154
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.6153846153846154
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,arg__L,1,0.19230769230769232
comp_5,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.19230769230769232
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,pnto__R,1,0.19230769230769232
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.19230769230769232
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,arg__L,1,0.38461538461538464
comp_5,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.38461538461538464
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,bz,1,0.38461538461538464
comp_5,Xylophilus_ampelinus_CCH5_B3,bz,-1,-0.38461538461538464
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pnto__R,1,0.38461538461538464
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.38461538461538464
comp_5,Variovorax_paradoxus_EPS,pnto__R,1,0.19230769230769232
comp_5,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-0.19230769230769232
comp_5,Turneriella_parva_DSM_21527,acald,1,0.13114754098360656
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,acald,-1,-0.13114754098360656
comp_5,Turneriella_parva_DSM_21527,etoh,1,0.20983606557377052
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,etoh,-1,-0.20983606557377052
comp_5,Turneriella_parva_DSM_21527,fum,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,fum,-1,-0.01967213114754098
comp_5,Turneriella_parva_DSM_21527,glyald,1,0.02622950819672131
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyald,-1,-0.02622950819672131
comp_5,Turneriella_parva_DSM_21527,glyc,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc,-1,-0.01967213114754098
comp_5,Turneriella_parva_DSM_21527,gthrd,1,0.01311475409836065
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,gthrd,-1,-0.01311475409836065
comp_5,Turneriella_parva_DSM_21527,ile__L,1,0.00655737704918032
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,ile__L,-1,-0.00655737704918032
comp_5,Turneriella_parva_DSM_21527,inost,1,0.03934426229508197
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,inost,-1,-0.03934426229508197
comp_5,Turneriella_parva_DSM_21527,mal__L,1,0.00655737704918032
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,mal__L,-1,-0.00655737704918032
comp_5,Turneriella_parva_DSM_21527,nh4,1,0.15737704918032788
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,nh4,-1,-0.15737704918032788
comp_5,Turneriella_parva_DSM_21527,pro__L,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pro__L,-1,-0.01967213114754098
comp_5,Turneriella_parva_DSM_21527,pyr,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pyr,-1,-0.01967213114754098
comp_5,Turneriella_parva_DSM_21527,succ,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,succ,-1,-0.01967213114754098
comp_5,Solirubrobacter_soli_DSM_22325,acac,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,acac,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,acald,1,0.06557377049180328
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,acald,-1,-0.06557377049180328
comp_5,Solirubrobacter_soli_DSM_22325,alltn,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,alltn,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,etoh,1,0.10491803278688526
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,etoh,-1,-0.10491803278688526
comp_5,Solirubrobacter_soli_DSM_22325,fum,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,fum,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,glcur,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glcur,-1,-0.00327868852459016
comp_5,Solirubrobacter_soli_DSM_22325,glu__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glu__L,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,glyald,1,0.01311475409836065
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyald,-1,-0.01311475409836065
comp_5,Solirubrobacter_soli_DSM_22325,glyc,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,gthrd,1,0.00655737704918032
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,gthrd,-1,-0.00655737704918032
comp_5,Solirubrobacter_soli_DSM_22325,his__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,his__L,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,hxan,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,hxan,-1,-0.00327868852459016
comp_5,Solirubrobacter_soli_DSM_22325,inost,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,inost,-1,-0.01967213114754098
comp_5,Solirubrobacter_soli_DSM_22325,mal__L,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,mal__L,-1,-0.00327868852459016
comp_5,Solirubrobacter_soli_DSM_22325,nh4,1,0.07868852459016394
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,nh4,-1,-0.07868852459016394
comp_5,Solirubrobacter_soli_DSM_22325,pyr,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pyr,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,ser__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,ser__L,-1,-0.00983606557377049
comp_5,Solirubrobacter_soli_DSM_22325,succ,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,succ,-1,-0.00983606557377049
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,12ppd__S,1,0.01311475409836065
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,12ppd__S,-1,-0.01311475409836065
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,acald,1,0.06557377049180328
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,acald,-1,-0.06557377049180328
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,etoh,1,0.10491803278688526
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,etoh,-1,-0.10491803278688526
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,glu__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glu__L,-1,-0.00983606557377049
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,glyald,1,0.01311475409836065
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyald,-1,-0.01311475409836065
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,glyc,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc,-1,-0.00983606557377049
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,hxan,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,hxan,-1,-0.00327868852459016
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,ile__L,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,ile__L,-1,-0.00327868852459016
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,nh4,1,0.07868852459016394
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,nh4,-1,-0.07868852459016394
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,pro__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pro__L,-1,-0.00983606557377049
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,ptrc,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,ptrc,-1,-0.01967213114754098
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,pyr,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pyr,-1,-0.00983606557377049
comp_5,Niabella_soli_DSM_19437_JS13_8_DSM_19437,val__L,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,val__L,-1,-0.00327868852459016
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,acald,1,0.06557377049180328
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,acald,-1,-0.06557377049180328
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,alltn,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,alltn,-1,-0.00983606557377049
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,etoh,1,0.10491803278688526
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,etoh,-1,-0.10491803278688526
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,fum,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,fum,-1,-0.00983606557377049
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,glu__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glu__L,-1,-0.00983606557377049
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,glyc,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc,-1,-0.00983606557377049
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,gthrd,1,0.00655737704918032
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,gthrd,-1,-0.00655737704918032
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,his__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,his__L,-1,-0.00983606557377049
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,mal__L,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,mal__L,-1,-0.00327868852459016
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,nh4,1,0.07868852459016394
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,nh4,-1,-0.07868852459016394
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,pro__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pro__L,-1,-0.00983606557377049
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,ptrc,1,0.01967213114754098
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,ptrc,-1,-0.01967213114754098
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,pyr,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pyr,-1,-0.00983606557377049
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,rib__D,1,0.01639344262295082
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,rib__D,-1,-0.01639344262295082
comp_5,Aquincola_tertiaricarbonis_MIMtkpLc11,succ,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,succ,-1,-0.00983606557377049
comp_5,Variovorax_paradoxus_EPS,acald,1,0.06557377049180328
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,acald,-1,-0.06557377049180328
comp_5,Variovorax_paradoxus_EPS,alltn,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,alltn,-1,-0.00983606557377049
comp_5,Variovorax_paradoxus_EPS,etoh,1,0.10491803278688526
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,etoh,-1,-0.10491803278688526
comp_5,Variovorax_paradoxus_EPS,fum,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,fum,-1,-0.00983606557377049
comp_5,Variovorax_paradoxus_EPS,glcur,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glcur,-1,-0.00327868852459016
comp_5,Variovorax_paradoxus_EPS,glu__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glu__L,-1,-0.00983606557377049
comp_5,Variovorax_paradoxus_EPS,glyc,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc,-1,-0.00983606557377049
comp_5,Variovorax_paradoxus_EPS,gthrd,1,0.00655737704918032
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,gthrd,-1,-0.00655737704918032
comp_5,Variovorax_paradoxus_EPS,mal__L,1,0.00327868852459016
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,mal__L,-1,-0.00327868852459016
comp_5,Variovorax_paradoxus_EPS,nh4,1,0.07868852459016394
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,nh4,-1,-0.07868852459016394
comp_5,Variovorax_paradoxus_EPS,pro__L,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,pro__L,-1,-0.00983606557377049
comp_5,Variovorax_paradoxus_EPS,succ,1,0.00983606557377049
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,succ,-1,-0.00983606557377049
comp_5,Turneriella_parva_DSM_21527,acald,1,0.02777777777777777
comp_5,Variovorax_paradoxus_EPS,acald,-1,-0.02777777777777777
comp_5,Turneriella_parva_DSM_21527,ala__D,1,0.08333333333333333
comp_5,Variovorax_paradoxus_EPS,ala__D,-1,-0.08333333333333333
comp_5,Turneriella_parva_DSM_21527,etha,1,0.05555555555555555
comp_5,Variovorax_paradoxus_EPS,etha,-1,-0.05555555555555555
comp_5,Turneriella_parva_DSM_21527,etoh,1,0.05555555555555555
comp_5,Variovorax_paradoxus_EPS,etoh,-1,-0.05555555555555555
comp_5,Turneriella_parva_DSM_21527,glyc,1,0.08333333333333333
comp_5,Variovorax_paradoxus_EPS,glyc,-1,-0.08333333333333333
comp_5,Turneriella_parva_DSM_21527,nh4,1,0.02777777777777777
comp_5,Variovorax_paradoxus_EPS,nh4,-1,-0.02777777777777777
comp_5,Solirubrobacter_soli_DSM_22325,acald,1,0.02777777777777777
comp_5,Variovorax_paradoxus_EPS,acald,-1,-0.02777777777777777
comp_5,Solirubrobacter_soli_DSM_22325,ala__D,1,0.08333333333333333
comp_5,Variovorax_paradoxus_EPS,ala__D,-1,-0.08333333333333333
comp_5,Solirubrobacter_soli_DSM_22325,etoh,1,0.05555555555555555
comp_5,Variovorax_paradoxus_EPS,etoh,-1,-0.05555555555555555
comp_5,Solirubrobacter_soli_DSM_22325,glyc,1,0.08333333333333333
comp_5,Variovorax_paradoxus_EPS,glyc,-1,-0.08333333333333333
comp_5,Solirubrobacter_soli_DSM_22325,nh4,1,0.02777777777777777
comp_5,Variovorax_paradoxus_EPS,nh4,-1,-0.02777777777777777
comp_5,Solirubrobacter_soli_DSM_22325,no2,1,0.1111111111111111
comp_5,Variovorax_paradoxus_EPS,no2,-1,-0.1111111111111111
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,acald,1,0.02777777777777777
comp_5,Variovorax_paradoxus_EPS,acald,-1,-0.02777777777777777
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,ala__D,1,0.08333333333333333
comp_5,Variovorax_paradoxus_EPS,ala__D,-1,-0.08333333333333333
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,alaala,1,0.02777777777777777
comp_5,Variovorax_paradoxus_EPS,alaala,-1,-0.02777777777777777
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,bz,1,0.3333333333333333
comp_5,Variovorax_paradoxus_EPS,bz,-1,-0.3333333333333333
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,etoh,1,0.05555555555555555
comp_5,Variovorax_paradoxus_EPS,etoh,-1,-0.05555555555555555
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc,1,0.08333333333333333
comp_5,Variovorax_paradoxus_EPS,glyc,-1,-0.08333333333333333
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,nh4,1,0.02777777777777777
comp_5,Variovorax_paradoxus_EPS,nh4,-1,-0.02777777777777777
comp_5,Dactylosporangium_aurantiacum_NRRL_B_8018,no2,1,0.1111111111111111
comp_5,Variovorax_paradoxus_EPS,no2,-1,-0.1111111111111111
comp_50,Streptomyces_griseoruber_NRRL_B_1818,acald,1,0.05
comp_50,Reyranella_massiliensis_521,acald,-1,-0.05
comp_50,Streptomyces_griseoruber_NRRL_B_1818,ade,1,0.015
comp_50,Reyranella_massiliensis_521,ade,-1,-0.015
comp_50,Streptomyces_griseoruber_NRRL_B_1818,ala__L,1,0.065
comp_50,Reyranella_massiliensis_521,ala__L,-1,-0.065
comp_50,Streptomyces_griseoruber_NRRL_B_1818,asn__L,1,0.01
comp_50,Reyranella_massiliensis_521,asn__L,-1,-0.01
comp_50,Streptomyces_griseoruber_NRRL_B_1818,bz,1,0.5
comp_50,Reyranella_massiliensis_521,bz,-1,-0.5
comp_50,Streptomyces_griseoruber_NRRL_B_1818,etha,1,0.03
comp_50,Reyranella_massiliensis_521,etha,-1,-0.03
comp_50,Streptomyces_griseoruber_NRRL_B_1818,gly,1,0.015
comp_50,Reyranella_massiliensis_521,gly,-1,-0.015
comp_50,Streptomyces_griseoruber_NRRL_B_1818,glyc,1,0.05
comp_50,Reyranella_massiliensis_521,glyc,-1,-0.05
comp_50,Streptomyces_griseoruber_NRRL_B_1818,lys__L,1,0.015
comp_50,Reyranella_massiliensis_521,lys__L,-1,-0.015
comp_50,Streptomyces_griseoruber_NRRL_B_1818,orn,1,0.025
comp_50,Reyranella_massiliensis_521,orn,-1,-0.025
comp_50,Streptomyces_griseoruber_NRRL_B_1818,pro__L,1,0.02
comp_50,Reyranella_massiliensis_521,pro__L,-1,-0.02
comp_50,Streptomyces_griseoruber_NRRL_B_1818,thr__L,1,0.01
comp_50,Reyranella_massiliensis_521,thr__L,-1,-0.01
comp_50,Rhizobacter_gummiphilus_NS21,acald,1,0.05
comp_50,Reyranella_massiliensis_521,acald,-1,-0.05
comp_50,Rhizobacter_gummiphilus_NS21,ade,1,0.015
comp_50,Reyranella_massiliensis_521,ade,-1,-0.015
comp_50,Rhizobacter_gummiphilus_NS21,akg,1,0.01
comp_50,Reyranella_massiliensis_521,akg,-1,-0.01
comp_50,Rhizobacter_gummiphilus_NS21,dha,1,0.18
comp_50,Reyranella_massiliensis_521,dha,-1,-0.18
comp_50,Rhizobacter_gummiphilus_NS21,etha,1,0.03
comp_50,Reyranella_massiliensis_521,etha,-1,-0.03
comp_50,Rhizobacter_gummiphilus_NS21,glyc3p,1,0.27
comp_50,Reyranella_massiliensis_521,glyc3p,-1,-0.27
comp_50,Rhizobacter_gummiphilus_NS21,glyc,1,0.05
comp_50,Reyranella_massiliensis_521,glyc,-1,-0.05
comp_50,Rhizobacter_gummiphilus_NS21,lys__L,1,0.015
comp_50,Reyranella_massiliensis_521,lys__L,-1,-0.015
