community,species,metabolites,fluxes,smetana
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,tyr__L,1,1
coop_45,Anaerococcus_tetradius_ATCC_35098,tyr__L,-1,-1
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,3oxoadp,1,0.00784313725490196
coop_45,Anaerococcus_tetradius_ATCC_35098,3oxoadp,-1,-0.00784313725490196
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,ade,1,0.13333333333333333
coop_45,Anaerococcus_tetradius_ATCC_35098,ade,-1,-0.13333333333333333
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,asp__L,1,0.13333333333333333
coop_45,Anaerococcus_tetradius_ATCC_35098,asp__L,-1,-0.13333333333333333
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,glyc,1,0.0392156862745098
coop_45,Anaerococcus_tetradius_ATCC_35098,glyc,-1,-0.0392156862745098
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,leu__L,1,0.13333333333333333
coop_45,Anaerococcus_tetradius_ATCC_35098,leu__L,-1,-0.13333333333333333
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,thr__L,1,0.13333333333333333
coop_45,Anaerococcus_tetradius_ATCC_35098,thr__L,-1,-0.13333333333333333
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,trp__L,1,0.13333333333333333
coop_45,Anaerococcus_tetradius_ATCC_35098,trp__L,-1,-0.13333333333333333
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,tyr__L,1,0.13333333333333333
coop_45,Anaerococcus_tetradius_ATCC_35098,tyr__L,-1,-0.13333333333333333
coop_45,Moraxella_nonliquefaciens_CCUG_348,ade,1,0.06666666666666667
coop_45,Anaerococcus_tetradius_ATCC_35098,ade,-1,-0.06666666666666667
coop_45,Moraxella_nonliquefaciens_CCUG_348,asp__L,1,0.06666666666666667
coop_45,Anaerococcus_tetradius_ATCC_35098,asp__L,-1,-0.06666666666666667
coop_45,Moraxella_nonliquefaciens_CCUG_348,glyc,1,0.0196078431372549
coop_45,Anaerococcus_tetradius_ATCC_35098,glyc,-1,-0.0196078431372549
coop_45,Moraxella_nonliquefaciens_CCUG_348,leu__L,1,0.06666666666666667
coop_45,Anaerococcus_tetradius_ATCC_35098,leu__L,-1,-0.06666666666666667
coop_45,Moraxella_nonliquefaciens_CCUG_348,trp__L,1,0.06666666666666667
coop_45,Anaerococcus_tetradius_ATCC_35098,trp__L,-1,-0.06666666666666667
coop_45,Corynebacterium_durum_F0235,4abz,1,0.6666666666666666
coop_45,Anaerococcus_tetradius_ATCC_35098,4abz,-1,-0.6666666666666666
coop_45,Corynebacterium_durum_F0235,asp__L,1,0.6666666666666666
coop_45,Anaerococcus_tetradius_ATCC_35098,asp__L,-1,-0.6666666666666666
coop_45,Corynebacterium_durum_F0235,bz,1,0.6666666666666666
coop_45,Anaerococcus_tetradius_ATCC_35098,bz,-1,-0.6666666666666666
coop_45,Corynebacterium_durum_F0235,glyald,1,0.392156862745098
coop_45,Anaerococcus_tetradius_ATCC_35098,glyald,-1,-0.392156862745098
coop_45,Corynebacterium_durum_F0235,leu__L,1,0.6666666666666666
coop_45,Anaerococcus_tetradius_ATCC_35098,leu__L,-1,-0.6666666666666666
coop_45,Corynebacterium_durum_F0235,no2,1,0.43137254901960786
coop_45,Anaerococcus_tetradius_ATCC_35098,no2,-1,-0.43137254901960786
coop_45,Corynebacterium_durum_F0235,thr__L,1,0.6666666666666666
coop_45,Anaerococcus_tetradius_ATCC_35098,thr__L,-1,-0.6666666666666666
coop_45,Rothia_mucilaginosa_DY_18,4abz,1,0.2
coop_45,Anaerococcus_tetradius_ATCC_35098,4abz,-1,-0.2
coop_45,Rothia_mucilaginosa_DY_18,ade,1,0.2
coop_45,Anaerococcus_tetradius_ATCC_35098,ade,-1,-0.2
coop_45,Rothia_mucilaginosa_DY_18,glyc,1,0.05882352941176471
coop_45,Anaerococcus_tetradius_ATCC_35098,glyc,-1,-0.05882352941176471
coop_45,Rothia_mucilaginosa_DY_18,leu__L,1,0.2
coop_45,Anaerococcus_tetradius_ATCC_35098,leu__L,-1,-0.2
coop_45,Rothia_mucilaginosa_DY_18,thr__L,1,0.2
coop_45,Anaerococcus_tetradius_ATCC_35098,thr__L,-1,-0.2
coop_45,Rothia_mucilaginosa_DY_18,trp__L,1,0.2
coop_45,Anaerococcus_tetradius_ATCC_35098,trp__L,-1,-0.2
coop_45,Rothia_mucilaginosa_DY_18,tyr__L,1,0.2
coop_45,Anaerococcus_tetradius_ATCC_35098,tyr__L,-1,-0.2
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,nh4,1,1
coop_45,Kocuria_salsicia_G1,nh4,-1,-1
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,g3pe,1,0.3333333333333333
coop_45,Corynebacterium_fournierii_Marseille_P2948,g3pe,-1,-0.3333333333333333
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,h2s,1,0.3333333333333333
coop_45,Corynebacterium_fournierii_Marseille_P2948,h2s,-1,-0.3333333333333333
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,his__L,1,1
coop_45,Corynebacterium_fournierii_Marseille_P2948,his__L,-1,-1
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,4abut,1,0.2
coop_45,Corynebacterium_simulans_PES1,4abut,-1,-0.2
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,glyc,1,0.2
coop_45,Corynebacterium_simulans_PES1,glyc,-1,-0.2
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,asp__L,1,0.5
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,asp__L,-1,-0.5
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,orn,1,1
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,orn,-1,-1
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,h2s,1,0.5
coop_45,Moraxella_nonliquefaciens_CCUG_348,h2s,-1,-0.5
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,g3pe,1,1
coop_45,Corynebacterium_durum_F0235,g3pe,-1,-1
coop_45,Streptococcus_himalayensis_HTS2,glyc,1,0.05
coop_45,Rothia_mucilaginosa_DY_18,glyc,-1,-0.05
coop_45,Streptococcus_himalayensis_HTS2,h2s,1,0.05
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05
coop_45,Anaerococcus_tetradius_ATCC_35098,glu__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.05714285714285714
coop_45,Anaerococcus_tetradius_ATCC_35098,gly,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,gly,-1,-0.11428571428571428
coop_45,Anaerococcus_tetradius_ATCC_35098,glyc,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glyc,-1,-0.05714285714285714
coop_45,Anaerococcus_tetradius_ATCC_35098,h2s,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05714285714285714
coop_45,Anaerococcus_tetradius_ATCC_35098,thym,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,thym,-1,-0.22857142857142856
coop_45,Kocuria_salsicia_G1,ade,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,ade,-1,-0.05714285714285714
coop_45,Kocuria_salsicia_G1,arg__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,arg__L,-1,-0.22857142857142856
coop_45,Kocuria_salsicia_G1,glu__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.05714285714285714
coop_45,Kocuria_salsicia_G1,gly,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,gly,-1,-0.11428571428571428
coop_45,Kocuria_salsicia_G1,glyc,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glyc,-1,-0.05714285714285714
coop_45,Kocuria_salsicia_G1,h2s,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05714285714285714
coop_45,Kocuria_salsicia_G1,his__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,his__L,-1,-0.22857142857142856
coop_45,Kocuria_salsicia_G1,lys__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,lys__L,-1,-0.05714285714285714
coop_45,Kocuria_salsicia_G1,pro__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,pro__L,-1,-0.22857142857142856
coop_45,Kocuria_salsicia_G1,ser__D,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,ser__D,-1,-0.11428571428571428
coop_45,Kocuria_salsicia_G1,skm,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,skm,-1,-0.05714285714285714
coop_45,Kocuria_salsicia_G1,thr__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,thr__L,-1,-0.05714285714285714
coop_45,Corynebacterium_fournierii_Marseille_P2948,glu__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.05714285714285714
coop_45,Corynebacterium_fournierii_Marseille_P2948,gly,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,gly,-1,-0.11428571428571428
coop_45,Corynebacterium_fournierii_Marseille_P2948,h2s,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05714285714285714
coop_45,Corynebacterium_fournierii_Marseille_P2948,phe__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,phe__L,-1,-0.05714285714285714
coop_45,Corynebacterium_fournierii_Marseille_P2948,pro__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,pro__L,-1,-0.22857142857142856
coop_45,Corynebacterium_fournierii_Marseille_P2948,ser__D,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,ser__D,-1,-0.11428571428571428
coop_45,Corynebacterium_fournierii_Marseille_P2948,thr__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,thr__L,-1,-0.05714285714285714
coop_45,Corynebacterium_simulans_PES1,ade,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,ade,-1,-0.05714285714285714
coop_45,Corynebacterium_simulans_PES1,arg__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,arg__L,-1,-0.22857142857142856
coop_45,Corynebacterium_simulans_PES1,glu__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.05714285714285714
coop_45,Corynebacterium_simulans_PES1,glyc,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glyc,-1,-0.05714285714285714
coop_45,Corynebacterium_simulans_PES1,h2s,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05714285714285714
coop_45,Corynebacterium_simulans_PES1,lys__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,lys__L,-1,-0.05714285714285714
coop_45,Corynebacterium_simulans_PES1,pro__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,pro__L,-1,-0.22857142857142856
coop_45,Corynebacterium_simulans_PES1,thr__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,thr__L,-1,-0.05714285714285714
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,ade,1,0.25
coop_45,Rothia_mucilaginosa_DY_18,ade,-1,-0.25
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,arg__L,1,1
coop_45,Rothia_mucilaginosa_DY_18,arg__L,-1,-1
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,cgly,1,0.5
coop_45,Rothia_mucilaginosa_DY_18,cgly,-1,-0.5
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,glu__L,1,0.25
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.25
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,glyc,1,0.25
coop_45,Rothia_mucilaginosa_DY_18,glyc,-1,-0.25
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,h2s,1,0.25
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.25
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,his__L,1,1
coop_45,Rothia_mucilaginosa_DY_18,his__L,-1,-1
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,lys__L,1,0.25
coop_45,Rothia_mucilaginosa_DY_18,lys__L,-1,-0.25
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,phe__L,1,0.25
coop_45,Rothia_mucilaginosa_DY_18,phe__L,-1,-0.25
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,pro__L,1,1
coop_45,Rothia_mucilaginosa_DY_18,pro__L,-1,-1
coop_45,Massilia_yuzhufengensis_CGMCC_1_12041,skm,1,0.25
coop_45,Rothia_mucilaginosa_DY_18,skm,-1,-0.25
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,ade,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,ade,-1,-0.05714285714285714
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,glu__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.05714285714285714
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,glyc,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glyc,-1,-0.05714285714285714
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,h2s,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05714285714285714
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,lys__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,lys__L,-1,-0.05714285714285714
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,skm,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,skm,-1,-0.05714285714285714
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,thr__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,thr__L,-1,-0.05714285714285714
coop_45,Haemophilus_haemoglobinophilus_CCUG_3714,ura,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,ura,-1,-0.05714285714285714
coop_45,Moraxella_nonliquefaciens_CCUG_348,ade,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,ade,-1,-0.05714285714285714
coop_45,Moraxella_nonliquefaciens_CCUG_348,glu__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.05714285714285714
coop_45,Moraxella_nonliquefaciens_CCUG_348,gly,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,gly,-1,-0.11428571428571428
coop_45,Moraxella_nonliquefaciens_CCUG_348,glyc,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glyc,-1,-0.05714285714285714
coop_45,Moraxella_nonliquefaciens_CCUG_348,h2s,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05714285714285714
coop_45,Moraxella_nonliquefaciens_CCUG_348,pro__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,pro__L,-1,-0.22857142857142856
coop_45,Corynebacterium_durum_F0235,glu__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,glu__L,-1,-0.05714285714285714
coop_45,Corynebacterium_durum_F0235,glyald,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,glyald,-1,-0.11428571428571428
coop_45,Corynebacterium_durum_F0235,h2s,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,h2s,-1,-0.05714285714285714
coop_45,Corynebacterium_durum_F0235,pro__L,1,0.22857142857142856
coop_45,Rothia_mucilaginosa_DY_18,pro__L,-1,-0.22857142857142856
coop_45,Corynebacterium_durum_F0235,ser__D,1,0.11428571428571428
coop_45,Rothia_mucilaginosa_DY_18,ser__D,-1,-0.11428571428571428
coop_45,Corynebacterium_durum_F0235,skm,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,skm,-1,-0.05714285714285714
coop_45,Corynebacterium_durum_F0235,thr__L,1,0.05714285714285714
coop_45,Rothia_mucilaginosa_DY_18,thr__L,-1,-0.05714285714285714
coop_46,Rothia_mucilaginosa_DY_18,ala__D,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__D,-1,-0.00625
coop_46,Rothia_mucilaginosa_DY_18,ala__L,1,0.11875
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__L,-1,-0.11875
coop_46,Rothia_mucilaginosa_DY_18,arab__L,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,arab__L,-1,-0.00625
coop_46,Rothia_mucilaginosa_DY_18,co2,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,co2,-1,-0.00625
coop_46,Rothia_mucilaginosa_DY_18,gly,1,0.228125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,gly,-1,-0.228125
coop_46,Rothia_mucilaginosa_DY_18,leu__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,leu__L,-1,-0.3125
coop_46,Rothia_mucilaginosa_DY_18,nh4,1,0.015625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,nh4,-1,-0.015625
coop_46,Rothia_mucilaginosa_DY_18,pro__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,pro__L,-1,-0.3125
coop_46,Rothia_mucilaginosa_DY_18,ser__D,1,0.125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ser__D,-1,-0.125
coop_46,Rothia_mucilaginosa_DY_18,ser__L,1,0.109375
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ser__L,-1,-0.109375
coop_46,Rothia_mucilaginosa_DY_18,val__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,val__L,-1,-0.3125
coop_46,Staphylococcus_saprophyticus_772_SSAP,acald,1,0.021875
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,acald,-1,-0.021875
coop_46,Staphylococcus_saprophyticus_772_SSAP,akg,1,0.28750000000000003
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,akg,-1,-0.28750000000000003
coop_46,Staphylococcus_saprophyticus_772_SSAP,ala__D,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__D,-1,-0.00625
coop_46,Staphylococcus_saprophyticus_772_SSAP,ala__L,1,0.11875
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__L,-1,-0.11875
coop_46,Staphylococcus_saprophyticus_772_SSAP,cgly,1,0.084375
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,cgly,-1,-0.084375
coop_46,Staphylococcus_saprophyticus_772_SSAP,co2,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,co2,-1,-0.00625
coop_46,Staphylococcus_saprophyticus_772_SSAP,glu__L,1,0.025
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,glu__L,-1,-0.025
coop_46,Staphylococcus_saprophyticus_772_SSAP,gly,1,0.228125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,gly,-1,-0.228125
coop_46,Staphylococcus_saprophyticus_772_SSAP,h2s,1,0.009375
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,h2s,-1,-0.009375
coop_46,Staphylococcus_saprophyticus_772_SSAP,his__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,his__L,-1,-0.3125
coop_46,Staphylococcus_saprophyticus_772_SSAP,ile__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ile__L,-1,-0.3125
coop_46,Staphylococcus_saprophyticus_772_SSAP,leu__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,leu__L,-1,-0.3125
coop_46,Staphylococcus_saprophyticus_772_SSAP,lys__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,lys__L,-1,-0.3125
coop_46,Staphylococcus_saprophyticus_772_SSAP,nh4,1,0.015625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,nh4,-1,-0.015625
coop_46,Staphylococcus_saprophyticus_772_SSAP,pro__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,pro__L,-1,-0.3125
coop_46,Staphylococcus_saprophyticus_772_SSAP,ser__D,1,0.125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ser__D,-1,-0.125
coop_46,Staphylococcus_saprophyticus_772_SSAP,ser__L,1,0.109375
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ser__L,-1,-0.109375
coop_46,Staphylococcus_saprophyticus_772_SSAP,succ,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,succ,-1,-0.00625
coop_46,Staphylococcus_saprophyticus_772_SSAP,val__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,val__L,-1,-0.3125
coop_46,Staphylococcus_saprophyticus_772_SSAP,xan,1,0.01875
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,xan,-1,-0.01875
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,acald,1,0.021875
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,acald,-1,-0.021875
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,ala__D,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__D,-1,-0.00625
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,ala__L,1,0.11875
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__L,-1,-0.11875
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,arg__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,arg__L,-1,-0.3125
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,cgly,1,0.084375
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,cgly,-1,-0.084375
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,co2,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,co2,-1,-0.00625
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,glu__L,1,0.025
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,glu__L,-1,-0.025
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,h2s,1,0.009375
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,h2s,-1,-0.009375
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,his__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,his__L,-1,-0.3125
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,lys__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,lys__L,-1,-0.3125
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,nh4,1,0.015625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,nh4,-1,-0.015625
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,phe__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,phe__L,-1,-0.3125
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,pnto__R,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,pnto__R,-1,-0.3125
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,pro__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,pro__L,-1,-0.3125
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,succ,1,0.00625
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,succ,-1,-0.00625
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,trp__L,1,0.009375
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,trp__L,-1,-0.009375
coop_46,Massilia_yuzhufengensis_CGMCC_1_12041,tyr__L,1,0.3125
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,tyr__L,-1,-0.3125
coop_46,Paracoccus_yeei_FDAARGOS_252,acald,1,0.07
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,acald,-1,-0.07
coop_46,Paracoccus_yeei_FDAARGOS_252,ala__D,1,0.02
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__D,-1,-0.02
coop_46,Paracoccus_yeei_FDAARGOS_252,ala__L,1,0.38
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,ala__L,-1,-0.38
coop_46,Paracoccus_yeei_FDAARGOS_252,arg__L,1,1
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,arg__L,-1,-1
coop_46,Paracoccus_yeei_FDAARGOS_252,asn__L,1,1
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,asn__L,-1,-1
coop_46,Paracoccus_yeei_FDAARGOS_252,co2,1,0.02
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,co2,-1,-0.02
coop_46,Paracoccus_yeei_FDAARGOS_252,gly,1,0.73
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,gly,-1,-0.73
coop_46,Paracoccus_yeei_FDAARGOS_252,h2s,1,0.03
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,h2s,-1,-0.03
coop_46,Paracoccus_yeei_FDAARGOS_252,his__L,1,1
coop_46,Lactobacillus_hominis_DSM_23910_CRBIP_24_179_type_strain_CRBIP_24_179,his__L,-1,-1
coop_46,Paracoccus_yeei_FDAARGOS_252,lac__D,1,0.01
